Date,Close
11/15/2018,67.62
11/16/2018,68.16
11/19/2018,67.91
11/20/2018,67.18
11/21/2018,66.77
11/23/2018,65.7
11/26/2018,65.69
11/27/2018,66.08
11/28/2018,66.82
11/29/2018,66.88
11/30/2018,66.72
12/3/2018,67.5
12/4/2018,66.65
12/6/2018,66.55
12/7/2018,65.47
12/10/2018,65.49
12/11/2018,65.92
12/12/2018,66.13
12/13/2018,66.91
12/14/2018,65.34
12/17/2018,64.47
12/18/2018,64.92
12/19/2018,64.06
12/20/2018,62.15
12/21/2018,61.39
12/24/2018,60.56
12/26/2018,63.08
12/27/2018,63.2
12/28/2018,63.39
12/31/2018,64.4
1/2/2019,64.32
1/3/2019,61.53
1/4/2019,63.57
1/7/2019,63.57
1/8/2019,63.62
1/9/2019,63.88
1/10/2019,64.19
1/11/2019,63.73
1/14/2019,63.37
1/15/2019,64.08
1/16/2019,63.77
1/17/2019,64.28
1/18/2019,64.7
1/22/2019,65.39
1/23/2019,66.43
1/24/2019,64.74
1/25/2019,67.09
1/28/2019,66.9
1/29/2019,67.04
1/30/2019,68.15
1/31/2019,68.14
2/1/2019,68.11
2/4/2019,67.58
2/5/2019,69.34
2/6/2019,68.85
2/7/2019,69.14
2/8/2019,69.75
2/11/2019,69.99
2/12/2019,69.75
2/13/2019,70.51
2/14/2019,70.84
2/15/2019,70.71
2/19/2019,70.2
2/20/2019,70.39
2/21/2019,70.7
2/22/2019,71.3
2/25/2019,71.05
2/26/2019,71.14
2/27/2019,70.15
2/28/2019,70.26
3/1/2019,70.85
3/4/2019,70.95
3/5/2019,71.58
3/6/2019,71.27
3/7/2019,70.61
3/8/2019,69.36
3/11/2019,69.68
3/12/2019,70.05
3/13/2019,70.1
3/14/2019,70.74
3/15/2019,70.67
3/18/2019,70.84
3/19/2019,71.38
3/20/2019,71.63
3/21/2019,72.26
3/22/2019,71.96
3/25/2019,72.3
3/26/2019,72.96
3/27/2019,72.74
3/28/2019,73.96
3/29/2019,74.34
4/1/2019,73.96
4/2/2019,74.27
4/3/2019,74.33
4/4/2019,74.35
4/5/2019,75.03
4/8/2019,75.2
4/9/2019,75.12
4/10/2019,75.48
4/11/2019,75.87
4/12/2019,76.65
4/15/2019,76.16
4/16/2019,75.7
4/17/2019,75.12
4/18/2019,76.06
4/22/2019,75.4
4/23/2019,75.99
4/24/2019,76.39
4/25/2019,77.11
4/26/2019,77.45
4/29/2019,76.91
4/30/2019,77.68
5/1/2019,77.52
5/2/2019,77.47
5/3/2019,78.05
5/6/2019,78.06
5/7/2019,77.96
5/8/2019,78.05
5/9/2019,77.9
5/10/2019,78.42
5/13/2019,76.68
5/14/2019,77.06
5/15/2019,77.76
5/16/2019,78.9
10/12/2020,90.78
10/13/2020,90.16
10/14/2020,89.31
10/15/2020,88.83
10/16/2020,88.52
10/19/2020,87.6
